"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingGemeenteWijkBuurt_4";"AantalInwoners_5";"AantalPubliekeLaadpalen_61";"Omgevingsadressendichtheid_121"
"1548";"WK0363MB  ";"Amsterdam                               ";"Wijk      ";"WK0363MB  ";"1";"    5820";"       .";"    9827"
"1549";"BU0363MB01";"Amsterdam                               ";"Buurt     ";"BU0363MB01";"1";"    1950";"       .";"   10223"
"1550";"BU0363MB02";"Amsterdam                               ";"Buurt     ";"BU0363MB02";"1";"    3240";"       .";"    9600"
"1551";"BU0363MB03";"Amsterdam                               ";"Buurt     ";"BU0363MB03";"1";"     635";"       .";"    9527"
"1552";"WK0363MC  ";"Amsterdam                               ";"Wijk      ";"WK0363MC  ";"1";"   10560";"       .";"    8734"
"1553";"BU0363MC01";"Amsterdam                               ";"Buurt     ";"BU0363MC01";"1";"    3805";"       .";"    8454"
"1554";"BU0363MC02";"Amsterdam                               ";"Buurt     ";"BU0363MC02";"1";"     105";"       .";"    8233"
"1555";"BU0363MC03";"Amsterdam                               ";"Buurt     ";"BU0363MC03";"1";"    3040";"       .";"    9011"
"1556";"BU0363MC04";"Amsterdam                               ";"Buurt     ";"BU0363MC04";"1";"    3605";"       .";"    8829"
"1557";"WK0363MD  ";"Amsterdam                               ";"Wijk      ";"WK0363MD  ";"1";"    8745";"       .";"    8148"
"1558";"BU0363MD01";"Amsterdam                               ";"Buurt     ";"BU0363MD01";"1";"    3965";"       .";"    8387"
"1559";"BU0363MD02";"Amsterdam                               ";"Buurt     ";"BU0363MD02";"1";"    4785";"       .";"    7956"
"1560";"WK0363ME  ";"Amsterdam                               ";"Wijk      ";"WK0363ME  ";"1";"   10000";"       .";"    9011"
"1561";"BU0363ME01";"Amsterdam                               ";"Buurt     ";"BU0363ME01";"1";"    4255";"       .";"    8982"
"1562";"BU0363ME02";"Amsterdam                               ";"Buurt     ";"BU0363ME02";"1";"    3625";"       .";"    9127"
"1563";"BU0363ME03";"Amsterdam                               ";"Buurt     ";"BU0363ME03";"1";"    2120";"       .";"    8850"
"1564";"WK0363MF  ";"Amsterdam                               ";"Wijk      ";"WK0363MF  ";"1";"   12045";"       .";"    8447"
"1565";"BU0363MF01";"Amsterdam                               ";"Buurt     ";"BU0363MF01";"1";"    3930";"       .";"    8560"
"1566";"BU0363MF02";"Amsterdam                               ";"Buurt     ";"BU0363MF02";"1";"    4365";"       .";"    8568"
"1567";"BU0363MF03";"Amsterdam                               ";"Buurt     ";"BU0363MF03";"1";"    3750";"       .";"    8158"
"1568";"WK0363MG  ";"Amsterdam                               ";"Wijk      ";"WK0363MG  ";"1";"    9785";"       .";"    6774"
"1569";"BU0363MG01";"Amsterdam                               ";"Buurt     ";"BU0363MG01";"1";"    5625";"       .";"    7009"
"1570";"BU0363MG02";"Amsterdam                               ";"Buurt     ";"BU0363MG02";"1";"     430";"       .";"    4241"
"1571";"BU0363MG03";"Amsterdam                               ";"Buurt     ";"BU0363MG03";"1";"    3720";"       .";"    6701"
"1572";"BU0363MG04";"Amsterdam                               ";"Buurt     ";"BU0363MG04";"1";"      20";"       .";"    3527"
"1573";"WK0363MH  ";"Amsterdam                               ";"Wijk      ";"WK0363MH  ";"1";"    6015";"       .";"    1473"
"1574";"BU0363MH01";"Amsterdam                               ";"Buurt     ";"BU0363MH01";"1";"     480";"       .";"    1579"
"1575";"BU0363MH02";"Amsterdam                               ";"Buurt     ";"BU0363MH02";"1";"    4585";"       .";"    1385"
"1576";"BU0363MH03";"Amsterdam                               ";"Buurt     ";"BU0363MH03";"1";"       0";"       .";"    1067"
"1577";"BU0363MH04";"Amsterdam                               ";"Buurt     ";"BU0363MH04";"1";"     175";"       .";"    2268"
"1578";"BU0363MH05";"Amsterdam                               ";"Buurt     ";"BU0363MH05";"1";"     710";"       .";"    1617"
"1579";"BU0363MH06";"Amsterdam                               ";"Buurt     ";"BU0363MH06";"1";"      65";"       .";"    1360"
"1580";"WK0363MJ  ";"Amsterdam                               ";"Wijk      ";"WK0363MJ  ";"1";"   16090";"       .";"    1838"
"1581";"BU0363MJ01";"Amsterdam                               ";"Buurt     ";"BU0363MJ01";"1";"    2540";"       .";"    1341"
"1582";"BU0363MJ02";"Amsterdam                               ";"Buurt     ";"BU0363MJ02";"1";"    2290";"       .";"    1185"
"1583";"BU0363MJ03";"Amsterdam                               ";"Buurt     ";"BU0363MJ03";"1";"    2580";"       .";"    2163"
"1584";"BU0363MJ04";"Amsterdam                               ";"Buurt     ";"BU0363MJ04";"1";"    2930";"       .";"    1943"
"1585";"BU0363MJ05";"Amsterdam                               ";"Buurt     ";"BU0363MJ05";"1";"    5740";"       .";"    2162"
"1586";"WK0363MK  ";"Amsterdam                               ";"Wijk      ";"WK0363MK  ";"1";"    1535";"       .";"    1203"
"1587";"BU0363MK01";"Amsterdam                               ";"Buurt     ";"BU0363MK01";"1";"       0";"       .";"       9"
"1588";"BU0363MK02";"Amsterdam                               ";"Buurt     ";"BU0363MK02";"1";"       0";"       .";"       ."
"1589";"BU0363MK03";"Amsterdam                               ";"Buurt     ";"BU0363MK03";"1";"       0";"       .";"       ."
"1590";"BU0363MK04";"Amsterdam                               ";"Buurt     ";"BU0363MK04";"1";"    1535";"       .";"    1205"
"1591";"BU0363MK05";"Amsterdam                               ";"Buurt     ";"BU0363MK05";"1";"       0";"       .";"       ."
"1592";"WK0363ML  ";"Amsterdam                               ";"Wijk      ";"WK0363ML  ";"1";"    8485";"       .";"    1852"
"1593";"BU0363ML01";"Amsterdam                               ";"Buurt     ";"BU0363ML01";"1";"    2155";"       .";"    2176"
"1594";"BU0363ML02";"Amsterdam                               ";"Buurt     ";"BU0363ML02";"1";"    6020";"       .";"    1689"
"1595";"BU0363ML03";"Amsterdam                               ";"Buurt     ";"BU0363ML03";"1";"     310";"       .";"    1538"
"1596";"WK0363MM  ";"Amsterdam                               ";"Wijk      ";"WK0363MM  ";"1";"   13035";"       .";"    5725"
"1597";"BU0363MM01";"Amsterdam                               ";"Buurt     ";"BU0363MM01";"1";"     185";"       .";"    7119"
"1598";"BU0363MM02";"Amsterdam                               ";"Buurt     ";"BU0363MM02";"1";"    2640";"       .";"    7261"
"1599";"BU0363MM03";"Amsterdam                               ";"Buurt     ";"BU0363MM03";"1";"    2195";"       .";"    7452"
"1600";"BU0363MM04";"Amsterdam                               ";"Buurt     ";"BU0363MM04";"1";"    1395";"       .";"    5605"
"1601";"BU0363MM05";"Amsterdam                               ";"Buurt     ";"BU0363MM05";"1";"      50";"       .";"    6125"
"1602";"BU0363MM06";"Amsterdam                               ";"Buurt     ";"BU0363MM06";"1";"     835";"       .";"    5265"
"1603";"BU0363MM07";"Amsterdam                               ";"Buurt     ";"BU0363MM07";"1";"    1760";"       .";"    3982"
"1604";"BU0363MM08";"Amsterdam                               ";"Buurt     ";"BU0363MM08";"1";"    3965";"       .";"    3770"
"1605";"WK0363MN  ";"Amsterdam                               ";"Wijk      ";"WK0363MN  ";"1";"   15620";"       .";"    4902"
"1606";"BU0363MN01";"Amsterdam                               ";"Buurt     ";"BU0363MN01";"1";"    2645";"       .";"    7091"
"1607";"BU0363MN02";"Amsterdam                               ";"Buurt     ";"BU0363MN02";"1";"    2780";"       .";"    7135"
"1608";"BU0363MN03";"Amsterdam                               ";"Buurt     ";"BU0363MN03";"1";"    5140";"       .";"    4378"
"1609";"BU0363MN04";"Amsterdam                               ";"Buurt     ";"BU0363MN04";"1";"    2670";"       .";"    4427"
"1610";"BU0363MN05";"Amsterdam                               ";"Buurt     ";"BU0363MN05";"1";"     290";"       .";"    1114"
"1611";"BU0363MN06";"Amsterdam                               ";"Buurt     ";"BU0363MN06";"1";"     325";"       .";"    3231"
"1612";"BU0363MN07";"Amsterdam                               ";"Buurt     ";"BU0363MN07";"1";"     230";"       .";"    2135"
"1613";"BU0363MN08";"Amsterdam                               ";"Buurt     ";"BU0363MN08";"1";"    1540";"       .";"    2901"
"1614";"BU0363MN09";"Amsterdam                               ";"Buurt     ";"BU0363MN09";"1";"       0";"       .";"    2424"
"1615";"WK0363MP  ";"Amsterdam                               ";"Wijk      ";"WK0363MP  ";"1";"    2935";"       .";"    2645"
"1616";"BU0363MP01";"Amsterdam                               ";"Buurt     ";"BU0363MP01";"1";"       0";"       .";"    2825"
"1617";"BU0363MP02";"Amsterdam                               ";"Buurt     ";"BU0363MP02";"1";"       5";"       .";"    2996"
"1618";"BU0363MP03";"Amsterdam                               ";"Buurt     ";"BU0363MP03";"1";"    2930";"       .";"    2641"
"1619";"WK0363MQ  ";"Amsterdam                               ";"Wijk      ";"WK0363MQ  ";"1";"    6515";"       .";"    3301"
"1620";"BU0363MQ01";"Amsterdam                               ";"Buurt     ";"BU0363MQ01";"1";"     715";"       .";"    6903"
"1621";"BU0363MQ02";"Amsterdam                               ";"Buurt     ";"BU0363MQ02";"1";"      50";"       .";"     460"
"1622";"BU0363MQ03";"Amsterdam                               ";"Buurt     ";"BU0363MQ03";"1";"      75";"       .";"    1957"
"1623";"BU0363MQ04";"Amsterdam                               ";"Buurt     ";"BU0363MQ04";"1";"     810";"       .";"    1289"
"1624";"BU0363MQ05";"Amsterdam                               ";"Buurt     ";"BU0363MQ05";"1";"    3045";"       .";"    3453"
"1625";"BU0363MQ06";"Amsterdam                               ";"Buurt     ";"BU0363MQ06";"1";"      45";"       .";"    2017"
"1626";"BU0363MQ07";"Amsterdam                               ";"Buurt     ";"BU0363MQ07";"1";"    1775";"       .";"    3109"
"1627";"WK0363NA  ";"Amsterdam                               ";"Wijk      ";"WK0363NA  ";"1";"    9010";"       .";"    2028"
"1628";"BU0363NA01";"Amsterdam                               ";"Buurt     ";"BU0363NA01";"1";"     140";"       .";"     326"
"1629";"BU0363NA02";"Amsterdam                               ";"Buurt     ";"BU0363NA02";"1";"     330";"       .";"     992"
"1630";"BU0363NA03";"Amsterdam                               ";"Buurt     ";"BU0363NA03";"1";"    1365";"       .";"    1786"
"1631";"BU0363NA04";"Amsterdam                               ";"Buurt     ";"BU0363NA04";"1";"    2505";"       .";"    1927"
"1632";"BU0363NA05";"Amsterdam                               ";"Buurt     ";"BU0363NA05";"1";"     340";"       .";"    2491"
"1633";"BU0363NA06";"Amsterdam                               ";"Buurt     ";"BU0363NA06";"1";"    1330";"       .";"    1952"
"1634";"BU0363NA07";"Amsterdam                               ";"Buurt     ";"BU0363NA07";"1";"    2995";"       .";"    2358"
"1635";"WK0363NB  ";"Amsterdam                               ";"Wijk      ";"WK0363NB  ";"1";"   12010";"       .";"    2959"
"1636";"BU0363NB01";"Amsterdam                               ";"Buurt     ";"BU0363NB01";"1";"       5";"       .";"     785"
"1637";"BU0363NB02";"Amsterdam                               ";"Buurt     ";"BU0363NB02";"1";"       0";"       .";"    2448"
"1638";"BU0363NB03";"Amsterdam                               ";"Buurt     ";"BU0363NB03";"1";"    4265";"       .";"    2263"
"1639";"BU0363NB04";"Amsterdam                               ";"Buurt     ";"BU0363NB04";"1";"    1995";"       .";"    2795"
"1640";"BU0363NB05";"Amsterdam                               ";"Buurt     ";"BU0363NB05";"1";"    1620";"       .";"    2942"
"1641";"BU0363NB06";"Amsterdam                               ";"Buurt     ";"BU0363NB06";"1";"     105";"       .";"    2845"
"1642";"BU0363NB07";"Amsterdam                               ";"Buurt     ";"BU0363NB07";"1";"    4015";"       .";"    4174"
"1643";"WK0363NC  ";"Amsterdam                               ";"Wijk      ";"WK0363NC  ";"1";"   12545";"       .";"    2697"
"1644";"BU0363NC01";"Amsterdam                               ";"Buurt     ";"BU0363NC01";"1";"    1145";"       .";"    1479"
"1645";"BU0363NC02";"Amsterdam                               ";"Buurt     ";"BU0363NC02";"1";"    4120";"       .";"    2723"
"1646";"BU0363NC03";"Amsterdam                               ";"Buurt     ";"BU0363NC03";"1";"    4125";"       .";"    2939"
"1647";"BU0363NC04";"Amsterdam                               ";"Buurt     ";"BU0363NC04";"1";"    3165";"       .";"    2891"
"1648";"WK0363ND  ";"Amsterdam                               ";"Wijk      ";"WK0363ND  ";"1";"    3570";"       .";"    1901"
"1649";"BU0363ND01";"Amsterdam                               ";"Buurt     ";"BU0363ND01";"1";"    1115";"       .";"    1645"
"1650";"BU0363ND02";"Amsterdam                               ";"Buurt     ";"BU0363ND02";"1";"    2455";"       .";"    2017"
"1651";"WK0363NE  ";"Amsterdam                               ";"Wijk      ";"WK0363NE  ";"1";"   14725";"       .";"    2837"
"1652";"BU0363NE01";"Amsterdam                               ";"Buurt     ";"BU0363NE01";"1";"    2590";"       .";"    2156"
"1653";"BU0363NE02";"Amsterdam                               ";"Buurt     ";"BU0363NE02";"1";"    3545";"       .";"    2280"
"1654";"BU0363NE03";"Amsterdam                               ";"Buurt     ";"BU0363NE03";"1";"    3690";"       .";"    3149"
"1655";"BU0363NE04";"Amsterdam                               ";"Buurt     ";"BU0363NE04";"1";"    4245";"       .";"    3238"
"1656";"BU0363NE05";"Amsterdam                               ";"Buurt     ";"BU0363NE05";"1";"     305";"       .";"    3452"
"1657";"BU0363NE06";"Amsterdam                               ";"Buurt     ";"BU0363NE06";"1";"     340";"       .";"    3246"
"1658";"WK0363NF  ";"Amsterdam                               ";"Wijk      ";"WK0363NF  ";"1";"    1680";"       .";"    2742"
"1659";"BU0363NF01";"Amsterdam                               ";"Buurt     ";"BU0363NF01";"1";"     170";"       .";"    3503"
"1660";"BU0363NF02";"Amsterdam                               ";"Buurt     ";"BU0363NF02";"1";"     135";"       .";"    3536"
"1661";"BU0363NF03";"Amsterdam                               ";"Buurt     ";"BU0363NF03";"1";"    1020";"       .";"    2651"
"1662";"BU0363NF04";"Amsterdam                               ";"Buurt     ";"BU0363NF04";"1";"     345";"       .";"    2410"
"1663";"BU0363NF05";"Amsterdam                               ";"Buurt     ";"BU0363NF05";"1";"       5";"       .";"    2047"
"1664";"WK0363NG  ";"Amsterdam                               ";"Wijk      ";"WK0363NG  ";"1";"    5555";"       .";"    3349"
"1665";"BU0363NG01";"Amsterdam                               ";"Buurt     ";"BU0363NG01";"1";"    3600";"       .";"    3127"
"1666";"BU0363NG02";"Amsterdam                               ";"Buurt     ";"BU0363NG02";"1";"    1830";"       .";"    3597"
"1667";"BU0363NG03";"Amsterdam                               ";"Buurt     ";"BU0363NG03";"1";"     125";"       .";"    3585"
"1668";"WK0363NH  ";"Amsterdam                               ";"Wijk      ";"WK0363NH  ";"1";"   12035";"       .";"    3443"
"1669";"BU0363NH01";"Amsterdam                               ";"Buurt     ";"BU0363NH01";"1";"    2485";"       .";"    2777"
